@relation 'winequality-white-norm-weka.filters.unsupervised.attribute.Remove-R7,9-10-weka.filters.unsupervised.attribute.NumericToNominal-R12'

@attribute 'fixed acidity' numeric
@attribute 'volatile acidity' numeric
@attribute 'citric acid' numeric
@attribute 'residual sugar' numeric
@attribute chlorides numeric
@attribute 'free sulfur dioxide norm' numeric
@attribute 'total sulfur dioxide norm' numeric
@attribute density numeric
@attribute pH numeric
@attribute sulphates numeric
@attribute alcohol numeric
@attribute quality {3,4,5,6,7,8,9}

@data
7.4,0.24,0.31,8.4,0.045,52000,183000,0.9963,3.09,0.32,8.8,5
5.3,0.24,0.33,1.3,0.033,25000,97000,0.9906,3.59,0.38,11,8
6.5,0.28,0.26,8.8,0.04,44000,139000,0.9956,3.32,0.37,10.2,6
6.3,0.23,0.21,5.1,0.035,29000,142000,0.9942,3.36,0.33,10.1,7
6.5,0.29,0.25,10.6,0.039,32000,120000,0.9962,3.31,0.34,10.1,6
5.8,0.29,0.21,2.6,0.025,12000,120000,0.9894,3.39,0.79,14,7
6.3,0.27,0.25,5.8,0.038,52000,155000,0.995,3.28,0.38,9.4,6
6.3,0.17,0.42,2.8,0.028,45000,107000,0.9908,3.27,0.43,11.8,6
6.3,0.16,0.4,1.6,0.033,59000,148000,0.9914,3.44,0.53,11.4,5
7.9,0.29,0.39,6.7,0.036,6000,117000,0.9938,3.12,0.42,10.7,5
7.3,0.31,0.69,10.2,0.041,58000,160000,0.9977,3.06,0.45,8.6,5
5.5,0.32,0.45,4.9,0.028,25000,191000,0.9922,3.51,0.49,11.5,7
5.2,0.24,0.45,3.8,0.027,21000,128000,0.992,3.55,0.49,11.2,8
7.2,0.37,0.15,2,0.029,27000,87000,0.9903,3.3,0.59,12.6,7
6.1,0.29,0.27,1.7,0.024,13000,76000,0.9893,3.21,0.51,12.6,7
9.2,0.22,0.4,2.4,0.054,18000,151000,0.9952,3.04,0.46,9.3,4
7.2,0.37,0.15,2,0.029,27000,87000,0.9903,3.3,0.59,12.6,7
8,0.18,0.37,1.3,0.04,15000,96000,0.9912,3.06,0.61,12.1,6
6.5,0.22,0.34,12,0.053,55000,177000,0.9983,3.52,0.44,9.9,6
7.4,0.18,0.4,1.6,0.047,22000,102000,0.9937,3.28,0.44,10.7,5
6.5,0.52,0.17,1.4,0.047,5000,26000,0.9932,3.26,0.32,10,4
7,0.15,0.38,2.2,0.047,33000,96000,0.9928,3.13,0.39,10.4,8
5.9,0.415,0.13,1.4,0.04,11000,64000,0.9922,3.29,0.52,10.5,5
8.1,0.45,0.34,8.3,0.037,33000,216000,0.9976,3.31,0.64,9.7,5
5.8,0.415,0.13,1.4,0.04,11000,64000,0.9922,3.29,0.52,10.5,5
6.4,0.5,0.16,12.9,0.042,26000,138000,0.9974,3.28,0.33,9,5
6.7,0.105,0.32,12.4,0.051,34000,106000,0.998,3.54,0.45,9.2,6
6,0.4,0.3,1.6,0.047,30000,117000,0.9931,3.17,0.48,10.1,6
6.6,0.25,0.39,1.45,0.04,40000,89000,0.9911,3.35,0.4,11.4,7
9.8,0.36,0.45,1.6,0.042,11000,124000,0.9944,2.93,0.46,10.8,5
9.6,0.23,0.4,1.5,0.044,19000,135000,0.9937,2.96,0.49,10.9,5
6.3,0.55,0.45,13,0.047,33000,182000,0.9974,3.2,0.46,9.2,6
6.5,0.115,0.29,1.95,0.038,73000,166000,0.989,3.12,0.25,12.9,7
6.4,0.125,0.29,5.85,0.042,24000,99000,0.992,3.23,0.32,12,7
5.7,0.1,0.27,1.3,0.047,21000,100000,0.9928,3.27,0.46,9.5,5
7.9,0.25,0.29,5.3,0.031,33000,117000,0.9918,3.06,0.32,11.8,7
6.9,0.2,0.28,1.2,0.048,36000,159000,0.9936,3.19,0.43,9.1,6
6.9,0.23,0.34,4,0.047,24000,128000,0.9944,3.2,0.52,9.7,6
6.8,0.39,0.31,14.35,0.043,28000,162000,0.9988,3.17,0.54,9.1,5
8.7,0.22,0.42,2.3,0.053,27000,114000,0.994,2.99,0.43,10,5
7.4,0.41,0.34,4.7,0.042,19000,127000,0.9953,3.25,0.42,10.4,5
6.7,0.25,0.34,12.85,0.048,30000,161000,0.9986,3.44,0.47,9.5,6
6,0.26,0.42,5.2,0.027,70000,178000,0.9914,3.4,0.4,12.3,8
6.1,0.31,0.37,8.4,0.031,70000,170000,0.9934,3.42,0.4,11.7,8
9.2,0.28,0.46,3.2,0.058,39000,133000,0.996,3.14,0.58,9.5,5
9,0.31,0.49,6.9,0.034,26000,91000,0.9937,2.99,0.34,11.5,5
8.5,0.16,0.33,1,0.076,17000,57000,0.9921,3.14,0.46,10.6,6
9.3,0.34,0.49,7.3,0.052,30000,146000,0.998,3.17,0.61,10.2,5
9.2,0.28,0.46,3.2,0.058,39000,133000,0.996,3.14,0.58,9.5,5
7.2,0.24,0.3,1.6,0.048,27000,131000,0.9933,3.25,0.45,10.5,5
7.2,0.25,0.32,1.5,0.047,27000,132000,0.9933,3.26,0.44,10.5,5
6.8,0.32,0.18,7.5,0.041,71000,223000,0.9959,3.14,0.41,8.9,5
9.1,0.27,0.32,1.1,0.031,15000,151000,0.9936,3.03,0.41,10.6,5
8.9,0.34,0.32,1.3,0.041,12000,188000,0.9953,3.17,0.49,9.5,5
7,0.17,0.37,5.7,0.025,29000,111000,0.9938,3.2,0.49,10.8,6
6.7,0.25,0.23,7.2,0.038,61000,220000,0.9952,3.14,0.35,9.5,5
6.9,0.32,0.17,7.6,0.042,69000,219000,0.9959,3.13,0.4,8.9,5
6.8,0.32,0.18,7.5,0.041,71000,223000,0.9959,3.14,0.41,8.9,5
6.1,0.6,0,1.3,0.042,24000,79000,0.9937,3.31,0.38,9.4,4
5.3,0.395,0.07,1.3,0.035,26000,102000,0.992,3.5,0.35,10.6,6
7.9,0.16,0.3,4.8,0.037,37000,171000,0.9967,3.47,0.44,9,4
7.6,0.33,0.36,2.1,0.034,26000,172000,0.9944,3.42,0.48,10.5,4
7.8,0.3,0.29,16.85,0.054,23000,135000,0.9998,3.16,0.38,9,6
7.8,0.3,0.29,16.85,0.054,23000,135000,0.9998,3.16,0.38,9,6
5.7,0.26,0.27,4.1,0.201,73500,189500,0.9942,3.27,0.38,9.4,6
7.8,0.3,0.29,16.85,0.054,23000,135000,0.9998,3.16,0.38,9,6
7.5,0.14,0.34,1.3,0.055,50000,153000,0.9945,3.29,0.8,9.6,6
7.8,0.3,0.29,16.85,0.054,23000,135000,0.9998,3.16,0.38,9,6
6.6,0.25,0.41,7.4,0.043,29000,151000,0.9946,3.15,0.6,10.2,7
5.7,0.26,0.27,4.1,0.201,73500,189500,0.9942,3.27,0.38,9.4,6
8.2,0.23,0.49,0.9,0.057,15000,73000,0.9928,3.07,0.38,10.4,6
6,0.24,0.32,6.3,0.03,34000,129000,0.9946,3.52,0.41,10.4,5
6.1,0.45,0.27,0.8,0.039,13000,82000,0.9927,3.23,0.32,9.5,5
7.4,0.23,0.43,1.4,0.044,22000,113000,0.9938,3.22,0.62,10.6,6
7.2,0.2,0.38,1,0.037,21000,74000,0.9918,3.21,0.37,11,5
7.5,0.14,0.34,1.3,0.055,50000,153000,0.9945,3.29,0.8,9.6,6
7.7,0.25,0.43,4.5,0.062,20000,115000,0.9966,3.38,0.5,9.9,6
8.2,0.61,0.45,5.4,0.03,15000,118000,0.9954,3.14,0.34,9.6,5
7.6,0.21,0.44,1.9,0.036,10000,119000,0.9913,3.01,0.7,12.8,6
7.4,0.22,0.33,2,0.045,31000,101000,0.9931,3.42,0.55,11.4,5
7.2,0.26,0.26,12.7,0.036,49000,214000,0.9986,3.41,0.5,10,6
6.4,0.25,0.41,8.6,0.042,57000,173000,0.9965,3,0.44,9.1,5
6.3,0.32,0.35,11.1,0.039,29000,198000,0.9984,3.36,0.5,9.4,7
6.8,0.25,0.29,2,0.042,19000,189000,0.9952,3.46,0.54,10.2,6
9.8,0.44,0.4,2.8,0.036,35000,167000,0.9956,2.97,0.39,9.2,5
7.2,0.2,0.25,4.5,0.044,31000,109000,0.9949,3.23,0.36,9.4,5
8.2,0.61,0.45,5.4,0.03,15000,118000,0.9954,3.14,0.34,9.6,5
7.5,0.42,0.45,9.1,0.029,20000,125000,0.996,3.12,0.36,10.1,6
7.4,0.22,0.33,2,0.045,31000,101000,0.9931,3.42,0.55,11.4,5
6.4,0.26,0.3,2.2,0.025,33000,134000,0.992,3.21,0.47,10.6,6
7.9,0.46,0.32,4.1,0.033,40000,138000,0.9912,3.18,0.44,12.8,7
6.5,0.41,0.64,11.8,0.065,65000,225000,0.9978,3.12,0.51,8.9,5
7.5,0.32,0.37,1.2,0.048,22000,184000,0.9938,3.09,0.43,9.3,5
6.6,0.21,0.38,2.2,0.026,40000,104000,0.9914,3.25,0.4,11.1,8
7.1,0.21,0.3,1.4,0.037,45000,143000,0.9932,3.13,0.33,9.9,6
7.6,0.26,0.47,1.6,0.068,5000,55000,0.9944,3.1,0.45,9.6,5
7.6,0.21,0.44,1.9,0.036,10000,119000,0.9913,3.01,0.7,12.8,6
6.9,0.25,0.26,5.2,0.024,36000,135000,0.9948,3.16,0.72,10.7,7
7.1,0.26,0.32,14.45,0.074,29000,107000,0.998,2.96,0.42,9.2,6
7.3,0.22,0.4,14.75,0.042,44500,129500,0.9998,3.36,0.41,9.1,7
6.2,0.37,0.22,8.3,0.025,36000,216000,0.9964,3.33,0.6,9.6,6
7.9,0.22,0.45,14.2,0.038,53000,141000,0.9992,3.03,0.46,9.2,6
6.9,0.25,0.26,5.2,0.024,36000,135000,0.9948,3.16,0.72,10.7,7
7.3,0.22,0.4,14.75,0.042,44500,129500,0.9998,3.36,0.41,9.1,7
7.1,0.26,0.32,14.45,0.074,29000,107000,0.998,2.96,0.42,9.2,6
7.4,0.25,0.37,6.9,0.02,14000,93000,0.9939,3,0.48,10.7,7
6.8,0.18,0.37,1.5,0.027,37000,93000,0.992,3.3,0.45,10.8,6
7,0.17,0.37,1.5,0.028,26000,75000,0.9922,3.3,0.46,10.8,7
6.4,0.3,0.38,7.8,0.046,35000,192000,0.9955,3.1,0.37,9,5
5,0.33,0.16,1.5,0.049,10000,97000,0.9917,3.48,0.44,10.7,6
5,0.33,0.16,1.5,0.049,10000,97000,0.9917,3.48,0.44,10.7,6
8.9,0.33,0.32,1.5,0.047,11000,200000,0.9954,3.19,0.46,9.4,5
7,0.26,0.46,15.55,0.037,61000,171000,0.9986,2.94,0.35,8.8,6
6.4,0.3,0.38,7.8,0.046,35000,192000,0.9955,3.1,0.37,9,5
6.3,0.21,0.4,1.7,0.031,48000,134000,0.9917,3.42,0.49,11.5,6
8,0.23,0.46,1.5,0.03,30000,125000,0.9907,3.23,0.47,12.5,6
9.2,0.28,0.41,1,0.042,14000,59000,0.9922,2.96,0.25,10.5,6
7.3,0.27,0.39,6.7,0.064,28000,188000,0.9958,3.29,0.3,9.7,5
7.6,0.32,0.36,1.6,0.04,32000,155000,0.993,3.23,0.52,11.3,6
5,0.33,0.16,1.5,0.049,10000,97000,0.9917,3.48,0.44,10.7,6
9.7,0.24,0.45,1.2,0.033,11000,59000,0.9926,2.74,0.47,10.8,6
8,0.28,0.42,7.1,0.045,41000,169000,0.9959,3.17,0.43,10.6,5
8.2,0.37,0.36,1,0.034,17000,93000,0.9906,3.04,0.32,11.7,8
8,0.61,0.38,12.1,0.301,24000,220000,0.9993,2.94,0.48,9.2,5
7.2,0.26,0.44,7.1,0.027,25000,126000,0.993,3.02,0.34,11.1,8
8.2,0.37,0.36,1,0.034,17000,93000,0.9906,3.04,0.32,11.7,8
6.4,0.23,0.33,1.15,0.044,15500,217500,0.992,3.33,0.44,11,6
5.9,0.4,0.32,6,0.034,50000,127000,0.992,3.51,0.58,12.5,7
7.6,0.28,0.39,1.2,0.038,21000,115000,0.994,3.16,0.67,10,6
8,0.28,0.42,7.1,0.045,41000,169000,0.9959,3.17,0.43,10.6,5
7.2,0.23,0.39,2.3,0.033,29000,102000,0.9908,3.26,0.54,12.3,7
6.8,0.32,0.37,3.4,0.023,19000,87000,0.9902,3.14,0.53,12.7,6
7.2,0.23,0.39,2.3,0.033,29000,102000,0.9908,3.26,0.54,12.3,7
6.9,0.18,0.38,6.5,0.039,20000,110000,0.9943,3.1,0.42,10.5,5
9.4,0.26,0.53,1.2,0.047,25000,109000,0.9921,3.23,0.28,12.5,6
8.3,0.33,0.42,1.15,0.033,18000,96000,0.9911,3.2,0.32,12.4,3
7.3,0.29,0.3,13,0.043,46000,238000,0.9986,3.06,0.41,8.7,6
7.9,0.41,0.37,4.5,0.03,40000,114000,0.992,3.17,0.54,12.4,7
7.9,0.44,0.37,5.85,0.033,27000,93000,0.992,3.16,0.54,12.6,7
7.7,0.39,0.3,5.2,0.037,29000,131000,0.9943,3.38,0.44,11,6
7.7,0.26,0.31,1.3,0.043,47000,155000,0.9937,3.42,0.5,10.1,6
7.8,0.32,0.31,1.7,0.036,46000,195000,0.993,3.03,0.48,10.5,5
6.8,0.32,0.37,3.4,0.023,19000,87000,0.9902,3.14,0.53,12.7,6
7.3,0.24,0.39,3.6,0.024,35000,116000,0.9928,3.17,0.51,10.9,5
7.1,0.44,0.37,2.7,0.041,35000,128000,0.9896,3.07,0.43,13.5,7
10.3,0.25,0.48,2.2,0.042,28000,164000,0.998,3.19,0.59,9.7,5
7.9,0.14,0.28,1.8,0.041,44000,178000,0.9954,3.45,0.43,9.2,6
7.4,0.18,0.42,2.1,0.036,33000,187000,0.9938,3.4,0.41,10.6,7
8.1,0.43,0.42,6.6,0.033,36000,141000,0.9918,2.98,0.39,13.3,7
7.1,0.44,0.37,2.7,0.041,35000,128000,0.9896,3.07,0.43,13.5,7
6.4,0.26,0.22,5.1,0.037,23000,131000,0.9944,3.29,0.32,10.1,5
8,0.66,0.72,17.55,0.042,62000,233000,0.9999,2.92,0.68,9.4,4
8,0.2,0.4,5.2,0.055,41000,167000,0.9953,3.18,0.4,10.6,7
7.2,0.21,0.34,1.1,0.046,25000,80000,0.992,3.25,0.4,11.3,6
7.2,0.18,0.31,1.1,0.045,20000,73000,0.9925,3.32,0.4,10.8,7
8.4,0.57,0.44,10.7,0.051,46000,195000,0.9981,3.15,0.51,10.4,5
5.3,0.26,0.23,5.15,0.034,48000,160000,0.9952,3.82,0.51,10.5,7
5.7,0.245,0.33,1.1,0.049,28000,150000,0.9927,3.13,0.42,9.3,5
5.6,0.245,0.32,1.1,0.047,24000,152000,0.9927,3.12,0.42,9.3,6
7.3,0.25,0.41,1.8,0.037,52000,165000,0.9911,3.29,0.39,12.2,7
7,0.16,0.73,1,0.138,58000,150000,0.9936,3.08,0.3,9.2,5
6.4,0.22,0.34,1.8,0.057,29000,104000,0.9959,3.81,0.57,10.3,6
7.3,0.18,0.65,1.4,0.046,28000,157000,0.9946,3.33,0.62,9.4,6
6.4,0.17,0.27,6.7,0.036,88000,223000,0.9948,3.28,0.35,10.2,6
6.9,0.29,0.16,6.8,0.034,65000,212000,0.9955,3.08,0.39,9,6
6.2,0.21,0.38,6.8,0.036,64000,245000,0.9951,3.06,0.36,9.3,6
6.4,0.23,0.3,7.1,0.037,63000,236000,0.9952,3.06,0.34,9.2,6
7.3,0.19,0.68,1.5,0.05,31000,156000,0.9946,3.32,0.64,9.4,6
7.3,0.18,0.65,1.4,0.046,28000,157000,0.9946,3.33,0.62,9.4,6
9.6,0.29,0.46,1.45,0.039,77500,223000,0.9944,2.92,0.46,9.5,6
7.2,0.14,0.35,1.2,0.036,15000,73000,0.9938,3.46,0.39,9.9,5
6.9,0.31,0.34,7.4,0.059,36000,174000,0.9963,3.46,0.62,11.1,7
7.5,0.28,0.34,4.2,0.028,36000,116000,0.991,2.99,0.41,12.3,8
8,0.22,0.42,14.6,0.044,45000,163000,1.0003,3.21,0.69,8.6,7
7.6,0.31,0.29,10.5,0.04,21000,145000,0.9966,3.04,0.35,9.4,5
8.4,0.35,0.56,13.8,0.048,55000,190000,0.9993,3.07,0.58,9.4,6
8,0.22,0.42,14.6,0.044,45000,163000,1.0003,3.21,0.69,8.6,7
8.1,0.5,0.47,1.1,0.037,23000,126000,0.9938,3.21,0.42,10.9,5
7,0.39,0.31,5.3,0.169,32000,162000,0.9965,3.2,0.48,9.4,5
8.1,0.5,0.47,1.1,0.037,23000,126000,0.9938,3.21,0.42,10.9,5
8.4,0.35,0.56,13.8,0.048,55000,190000,0.9993,3.07,0.58,9.4,6
6.2,0.22,0.27,1.5,0.064,20000,132000,0.9938,3.22,0.46,9.2,6
8,0.22,0.42,14.6,0.044,45000,163000,1.0003,3.21,0.69,8.6,7
7.6,0.31,0.29,10.5,0.04,21000,145000,0.9966,3.04,0.35,9.4,5
7,0.24,0.36,4.9,0.083,10000,133000,0.9942,3.33,0.37,10.8,6
6.6,0.27,0.3,1.9,0.025,14000,153000,0.9928,3.29,0.62,10.5,6
7.8,0.16,0.41,1.7,0.026,29000,140000,0.991,3.02,0.78,12.5,6
7.7,0.27,0.34,1.8,0.028,26000,168000,0.9911,2.99,0.48,12.1,7
7.4,0.31,0.74,10.7,0.039,51000,147000,0.9977,3.02,0.43,8.7,5
8,0.45,0.36,8.8,0.026,50000,151000,0.9927,3.07,0.25,12.7,8
7.7,0.27,0.34,1.8,0.028,26000,168000,0.9911,2.99,0.48,12.1,7
7.8,0.16,0.41,1.7,0.026,29000,140000,0.991,3.02,0.78,12.5,6
6.6,0.16,0.29,1.8,0.05,40000,147000,0.9912,3.06,0.44,11.4,7
8.3,0.21,0.4,1.6,0.032,35000,110000,0.9907,3.02,0.6,12.9,7
7.2,0.32,0.33,1.4,0.029,29000,109000,0.9902,3.15,0.51,12.8,7
6.6,0.16,0.3,1.6,0.034,15000,78000,0.992,3.38,0.44,11.2,6
8.4,0.16,0.33,1.5,0.033,16000,98000,0.994,3.14,0.42,9.7,6
7.5,0.23,0.32,9.2,0.038,54000,191000,0.9966,3.04,0.56,9.7,6
6.2,0.17,0.3,1.1,0.037,14000,79000,0.993,3.5,0.54,10.3,6
6.9,0.39,0.22,4.3,0.03,10000,102000,0.993,3,0.87,11.6,4
6.9,0.41,0.22,4.2,0.031,10000,102000,0.993,3,0.86,11.6,4
7.5,0.23,0.32,9.2,0.038,54000,191000,0.9966,3.04,0.56,9.7,6
7.5,0.38,0.33,5,0.045,30000,131000,0.9942,3.32,0.44,10.9,6
7.3,0.42,0.38,6.8,0.045,29000,122000,0.9925,3.19,0.37,12.6,7
7.3,0.34,0.39,5.2,0.04,45000,163000,0.9925,3.3,0.47,12.4,6
7.8,0.23,0.28,4.75,0.042,45000,166000,0.9928,2.96,0.4,11.5,5
9,0.245,0.38,5.9,0.045,52000,159000,0.995,2.93,0.35,10.2,6
6.9,0.2,0.4,7.7,0.032,51000,176000,0.9939,3.22,0.27,11.4,5
7.4,0.19,0.42,6.4,0.067,39000,212000,0.9958,3.3,0.33,9.6,6
8.2,0.2,0.36,8.1,0.035,60000,163000,0.9952,3.05,0.3,10.3,6
8,0.59,0.71,17.35,0.038,61000,228000,1,2.95,0.75,9.3,5
7.9,0.14,0.45,1.8,0.05,17000,114000,0.9948,3.33,0.49,10.7,7
6.8,0.24,0.4,1.8,0.047,34000,105000,0.99,3.13,0.49,12.8,8
9.7,0.14,0.59,1.5,0.049,23000,142000,0.9958,2.98,0.62,9.5,5
9.2,0.15,0.68,1.6,0.046,22000,130000,0.9948,3.02,0.45,10.4,6
9.4,0.17,0.55,1.6,0.049,14000,94000,0.9949,3.02,0.61,10.3,6
5.2,0.365,0.08,13.5,0.041,37000,142000,0.997,3.46,0.39,9.9,6
6.3,0.23,0.22,3.75,0.039,37000,116000,0.9927,3.23,0.5,10.7,6
9.6,0.25,0.54,1.3,0.04,16000,160000,0.9938,2.94,0.43,10.5,5
9.2,0.32,0.42,1.3,0.046,14000,186000,0.9949,3.08,0.48,9.6,5
6.4,0.31,0.4,6.2,0.04,46000,169000,0.9953,3.15,0.46,9.3,6
8.1,0.2,0.36,9.7,0.044,63000,162000,0.997,3.1,0.46,10,6
7.9,0.255,0.26,2,0.026,40000,190000,0.9932,3.04,0.39,11.2,6
7,0.15,0.34,1.4,0.039,21000,177000,0.9927,3.32,0.62,10.8,5
6.4,0.15,0.31,1.1,0.044,25000,96000,0.9932,3.54,0.51,10.3,6
6.4,0.25,0.53,6.6,0.038,59000,234000,0.9955,3.03,0.42,8.8,5
7.6,0.19,0.42,1.5,0.044,6000,114000,0.9914,3.04,0.74,12.8,6
7.3,0.43,0.37,4.6,0.028,17000,114000,0.991,3.23,0.43,13.2,6
5.1,0.31,0.3,0.9,0.037,28000,152000,0.992,3.54,0.56,10.1,6
6.2,0.2,0.26,1.7,0.093,40000,161000,0.9924,3.44,0.66,11,5
6.9,0.16,0.35,1.3,0.043,21000,182000,0.9927,3.25,0.62,10.8,6
7.7,0.32,0.48,2.3,0.04,28000,114000,0.9911,3.2,0.52,12.8,7
6.5,0.22,0.72,6.8,0.042,33000,168000,0.9958,3.12,0.36,9.2,6
6.8,0.26,0.33,1.5,0.047,44000,167000,0.9928,3.12,0.44,10.5,6
5.2,0.37,0.33,1.2,0.028,13000,81000,0.9902,3.37,0.38,11.7,6
8.4,0.19,0.43,2.1,0.052,20000,104000,0.994,2.85,0.46,9.5,5
8.3,0.21,0.41,2.2,0.05,24000,108000,0.994,2.85,0.45,9.5,5
6.8,0.15,0.32,8.8,0.058,24000,110000,0.9972,3.4,0.4,8.8,6
7.9,0.16,0.64,17,0.05,69000,210000,1.0004,3.15,0.51,9.3,7
7.8,0.21,0.39,1.8,0.034,62000,180000,0.991,3.09,0.75,12.6,8
9,0.24,0.5,1.2,0.048,26000,107000,0.9918,3.21,0.34,12.4,6
5.7,0.21,0.24,2.3,0.047,60000,189000,0.995,3.65,0.72,10.1,6
7.8,0.29,0.36,7,0.042,38000,161000,0.9941,3.26,0.37,11.2,8
6.7,0.18,0.3,6.4,0.048,40000,251000,0.9956,3.29,0.52,10,5
6.7,0.18,0.3,6.4,0.048,40000,251000,0.9956,3.29,0.52,10,5
8.4,0.58,0.27,12.15,0.033,37000,116000,0.9959,2.99,0.39,10.8,6
7.2,0.16,0.32,0.8,0.04,50000,121000,0.9922,3.27,0.33,10,6
7.6,0.54,0.23,2,0.029,13000,151000,0.9931,3.04,0.33,10.4,5
8.4,0.58,0.27,12.15,0.033,37000,116000,0.9959,2.99,0.39,10.8,6
6.6,0.25,0.31,12.4,0.059,52000,181000,0.9984,3.51,0.47,9.8,6
7.3,0.23,0.37,1.9,0.041,51000,165000,0.9908,3.26,0.4,12.2,8
7.3,0.39,0.37,1.1,0.043,36000,113000,0.991,3.39,0.48,12.7,8
7,0.46,0.39,6.2,0.039,46000,163000,0.9928,3.21,0.35,12.2,7
8.2,0.35,0.4,6.3,0.039,35000,162000,0.9936,3.15,0.34,11.9,7
7.8,0.29,0.36,7,0.042,38000,161000,0.9941,3.26,0.37,11.2,8
9.2,0.35,0.39,0.9,0.042,15000,61000,0.9924,2.96,0.28,10.4,4
8,0.57,0.39,3.9,0.034,22000,122000,0.9917,3.29,0.67,12.8,7
6.5,0.37,0.33,3.9,0.027,40000,130000,0.9906,3.28,0.39,12.7,7
5.7,0.21,0.24,2.3,0.047,60000,189000,0.995,3.65,0.72,10.1,6
6.7,0.18,0.3,6.4,0.048,40000,251000,0.9956,3.29,0.52,10,5
7.8,0.13,0.3,1.8,0.04,43000,179000,0.9955,3.43,0.41,9,5
7.6,0.19,0.41,1.1,0.04,38000,143000,0.9907,2.92,0.42,11.4,5
7.3,0.22,0.41,15.4,0.05,55000,191000,1,3.32,0.59,8.9,6
6.3,0.29,0.4,6.5,0.039,43000,167000,0.9953,3.15,0.44,9.3,6
6.8,0.35,0.32,2.4,0.048,35000,103000,0.9911,3.28,0.46,12,8
6.5,0.19,0.32,1.4,0.04,31000,132000,0.9922,3.36,0.54,10.8,7
6.2,0.12,0.26,5.7,0.044,56000,158000,0.9951,3.52,0.37,10.5,6
6,0.13,0.28,5.7,0.038,56000,189500,0.9948,3.59,0.43,10.6,7
6.4,0.25,0.33,1.4,0.04,42000,115000,0.9906,3.19,0.48,11.3,7
6.9,0.32,0.16,1.4,0.051,15000,96000,0.994,3.22,0.38,9.5,4
7.6,0.19,0.41,1.1,0.04,38000,143000,0.9907,2.92,0.42,11.4,5
6.7,0.13,0.28,1.2,0.046,35000,140000,0.9927,3.33,0.33,10.1,7
7,0.14,0.41,0.9,0.037,22000,95000,0.9914,3.25,0.43,10.9,6
7.6,0.27,0.24,3.8,0.058,19000,115000,0.9958,3.15,0.45,8.9,5
7.3,0.22,0.41,15.4,0.05,55000,191000,1,3.32,0.59,8.9,6
7.4,0.64,0.47,14.15,0.168,42000,185000,0.9984,2.9,0.49,9.3,5
7.6,0.28,0.39,1.9,0.052,23000,116000,0.9941,3.25,0.4,10.4,6
8.3,0.26,0.41,9.2,0.042,41000,162000,0.9944,3.1,0.38,12,7
10.7,0.22,0.56,8.2,0.044,37000,181000,0.998,2.87,0.68,9.5,6
10.7,0.22,0.56,8.2,0.044,37000,181000,0.998,2.87,0.68,9.5,6
6.9,0.23,0.34,2.7,0.032,24000,121000,0.9902,3.14,0.38,12.4,7
6.2,0.3,0.32,1.7,0.032,30000,130000,0.9911,3.28,0.41,11.2,7
6.9,0.27,0.41,1.7,0.047,6000,134000,0.9929,3.15,0.69,11.4,6
6.9,0.28,0.41,1.7,0.05,10000,136000,0.993,3.16,0.71,11.4,6
6.9,0.28,0.3,1.6,0.047,46000,132000,0.9918,3.35,0.38,11.1,7
6.9,0.46,0.2,0.9,0.054,5000,126000,0.992,3.1,0.42,10.4,6
6.9,0.38,0.32,8.5,0.044,36000,152000,0.9932,3.38,0.35,12,7
5.7,0.43,0.3,5.7,0.039,24000,98000,0.992,3.54,0.61,12.3,7
6.6,0.56,0.16,3.1,0.045,28000,92000,0.994,3.12,0.35,9.1,6
7.1,0.36,0.56,1.3,0.046,25000,102000,0.9923,3.24,0.33,10.5,6
6.8,0.23,0.4,1.6,0.047,5000,133000,0.993,3.23,0.7,11.4,6
6.2,0.33,0.29,1.3,0.042,26000,138000,0.9956,3.77,0.64,9.5,5
5.6,0.49,0.13,4.5,0.039,17000,116000,0.9907,3.42,0.9,13.7,7
6.6,0.42,0.33,2.8,0.034,15000,85000,0.99,3.28,0.51,13.4,6
7.3,0.18,0.29,1.2,0.044,12000,143000,0.9918,3.2,0.48,11.3,7
8.1,0.19,0.4,0.9,0.037,73000,180000,0.9926,3.06,0.34,10,6
5.9,0.19,0.26,7.4,0.034,33000,123000,0.995,3.49,0.42,10.1,6
6.2,0.16,0.47,1.4,0.029,23000,81000,0.99,3.26,0.42,12.2,6
6.6,0.42,0.33,2.8,0.034,15000,85000,0.99,3.28,0.51,13.4,6
5.7,0.135,0.3,4.6,0.042,19000,101000,0.9946,3.31,0.42,9.3,6
5.6,0.49,0.13,4.5,0.039,17000,116000,0.9907,3.42,0.9,13.7,7
6.9,0.19,0.33,1.6,0.039,27000,98000,0.9898,3.09,0.46,12.3,7
7.3,0.18,0.29,1.2,0.044,12000,143000,0.9918,3.2,0.48,11.3,7
7.3,0.25,0.36,13.1,0.05,35000,200000,0.9986,3.04,0.46,8.9,7
7.3,0.25,0.36,13.1,0.05,35000,200000,0.9986,3.04,0.46,8.9,7
7,0.2,0.34,5.7,0.035,32000,83000,0.9928,3.19,0.46,11.5,6
7.3,0.25,0.36,13.1,0.05,35000,200000,0.9986,3.04,0.46,8.9,7
6.3,0.67,0.48,12.6,0.052,57000,222000,0.9979,3.17,0.52,9.3,6
7.4,0.4,0.29,5.4,0.044,31000,122000,0.994,3.3,0.5,11.1,8
7.1,0.26,0.31,2.2,0.044,29000,128000,0.9937,3.34,0.64,10.9,8
